"city","stateprovincename","country","customerkey","geographykey","maritalstatus","yearlyincome","datefirstpurchase","fullname"
"Coronado","California","United States",27453,312,"S","80000.00","2021-11-12","Mr Carson Henderson"
"Langley","British Columbia","Canada",27454,52,"M","90000.00","2022-06-14","Mr Benjamin Wang"
"Lebanon","Oregon","United States",27455,543,"S","100000.00","2021-11-27","Ms Brianna Jenkins"
"Marysville","Washington","United States",27456,627,"M","100000.00","2022-10-15","Mr Jackson Hughes"
"Oregon City","Oregon","United States",27457,546,"S","100000.00","2022-08-29","Ms Elizabeth Walker"
"Berkeley","California","United States",27458,299,"M","110000.00","2022-07-02","Mr Roger Liang"
"Burbank","California","United States",27459,301,"M","130000.00","2021-12-18","Mr Kevin Kumar"
"Chula Vista","California","United States",27460,307,"S","130000.00","2021-12-17","Mr Grant Goel"
"Yakima","Washington","United States",27461,648,"S","40000.00","2022-07-10","Ms Arianna Coleman"
"Bellflower","California","United States",27462,298,"S","40000.00","2022-11-05","Mr Xavier Rodriguez"
"Chula Vista","California","United States",27463,307,"S","40000.00","2022-03-11","Ms Rachel Morgan"
"Port Macquarie","New South Wales","Australia",27464,13,"M","20000.00","2022-09-18","Mrs Jacquelyn Torres"
"Woodburn","Oregon","United States",27465,553,"S","30000.00","2022-06-09","Mr Seth Garcia"
"Yakima","Washington","United States",27466,648,"S","30000.00","2022-06-09","Ms Abigail Murphy"
"Coronado","California","United States",27467,312,"M","60000.00","2021-12-20","Mr Jackson Coleman"
"El Cajon","California","United States",27468,316,"M","60000.00","2021-12-16","Mr Robert Powell"
"North Sydney","New South Wales","Australia",27469,12,"S","30000.00","2021-11-24","Ms Anne Gill"
"Springwood","New South Wales","Australia",27470,16,"M","30000.00","2021-12-19","Mrs Raquel Dominguez"
"Perth","South Australia","Australia",27471,30,"S","20000.00","2021-12-18","Ms Susan Gao"
"Townsville","Queensland","Australia",27472,27,"S","20000.00","2021-12-18","Ms Mindy Chande"
"Warrnambool","Victoria","Australia",27473,40,"S","20000.00","2021-12-08","Mr Gabriel Lal"
"Burien","Washington","United States",27474,612,"S","40000.00","2022-07-15","Ms Alexandria Hayes"
"Olympia","Washington","United States",27475,631,"S","40000.00","2022-12-26","Ms Alexa Bailey"
"Bellflower","California","United States",27476,298,"S","40000.00","2022-11-24","Ms Alexis Alexander"
"Berkeley","California","United States",27477,299,"S","40000.00","2022-06-30","Mr Hunter Wright"
"Chula Vista","California","United States",27478,307,"M","60000.00","2022-04-09","Mrs Sheila Alvarez"
"Glendale","California","United States",27479,325,"S","60000.00","2022-03-28","Ms Kaitlyn Sanders"
"Lincoln Acres","California","United States",27480,336,"S","70000.00","2023-01-23","Ms Chloe Parker"
"San Gabriel","California","United States",27481,361,"S","70000.00","2022-08-08","Mr Oscar Gonzales"
"Coffs Harbour","New South Wales","Australia",27482,2,"M","10000.00","2022-03-06","Mr Gary Diaz"
"Hervey Bay","Queensland","Australia",27483,25,"M","20000.00","2021-12-02","Mr Thomas Shan"
"Melbourne","Victoria","Australia",27484,35,"S","20000.00","2021-12-11","Ms Kristen Zhang"
"Milsons Point","New South Wales","Australia",27485,9,"S","20000.00","2021-12-18","Ms Nina Tang"
"Lavender Bay","New South Wales","Australia",27486,6,"S","20000.00","2021-12-23","Mr Mathew Gill"
"Springwood","New South Wales","Australia",27487,16,"M","20000.00","2021-11-28","Mr Cedric Guo"
"Rhodes","New South Wales","Australia",27488,14,"M","20000.00","2021-11-30","Mrs Sheila Munoz"
"Warrnambool","Victoria","Australia",27489,40,"S","20000.00","2021-11-30","Ms Haley Hall"
"Warrnambool","Victoria","Australia",27490,40,"S","20000.00","2021-11-30","Ms Natasha Martin"
"Matraville","New South Wales","Australia",27491,8,"M","20000.00","2022-07-12","Mr Maurice Luo"
"Melbourne","Victoria","Australia",27492,35,"M","30000.00","2021-12-11","Mr Clayton Lin"
"South Melbourne","Victoria","Australia",27493,38,"M","30000.00","2021-12-02","Mrs Barbara Zheng"
"Silverwater","New South Wales","Australia",27494,15,"S","40000.00","2021-12-25","Ms Virginia Perez"
"Rhodes","New South Wales","Australia",27495,14,"S","40000.00","2022-09-18","Ms Nina Luo"
"Melbourne","Victoria","Australia",27496,35,"S","40000.00","2022-04-29","Mr Stanley Suri"
"Coffs Harbour","New South Wales","Australia",27497,2,"S","40000.00","2022-06-13","Mr Johnathan Rana"
"Newcastle","New South Wales","Australia",27498,10,"S","80000.00","2021-12-02","Ms Marie Ruiz"
"Rhodes","New South Wales","Australia",27499,14,"M","80000.00","2021-12-03","Mrs Barbara Kumar"
"Melton","Victoria","Australia",27500,36,"S","80000.00","2021-12-25","Mr Luis Hill"
"Lavender Bay","New South Wales","Australia",27501,6,"M","80000.00","2022-07-11","Mr Darren Alonso"
"Westminster","British Columbia","Canada",27502,71,"S","40000.00","2022-01-30","Mr Tyler Thompson"
"Chicago","Illinois","United States",27503,432,"S","40000.00","2022-08-03","Mr Warren Shen"
"Lake Oswego","Oregon","United States",27504,542,"S","40000.00","2021-12-07","Ms Rebecca Lopez"
"Burlingame","California","United States",27505,302,"S","40000.00","2022-08-28","Ms Bonnie Skelly"
"Burlingame","California","United States",27506,302,"M","40000.00","2022-07-15","Mrs Carla Srini"
"Colma","California","United States",27507,310,"M","40000.00","2023-01-07","Mrs Valerie Li"
"Berkeley","California","United States",27508,299,"S","60000.00","2021-12-14","Mr James Edwards"
"Yakima","Washington","United States",27509,648,"S","60000.00","2022-03-20","Mr Zachary Johnson"
"Burlingame","California","United States",27510,302,"S","60000.00","2022-10-27","Mr Cole Bailey"
"Port Macquarie","New South Wales","Australia",27511,13,"S","80000.00","2022-07-25","Ms Bethany Goel"
"Rhodes","New South Wales","Australia",27512,14,"S","80000.00","2022-07-02","Mr Joe Lopez"
"Sunbury","Victoria","Australia",27513,39,"S","70000.00","2022-07-05","Ms Cara Zheng"
"Bendigo","Victoria","Australia",27514,32,"S","70000.00","2022-07-22","Ms Daisy Navarro"
"Coffs Harbour","New South Wales","Australia",27515,2,"S","100000.00","2022-07-01","Mr Keith Becker"
"Sydney","New South Wales","Australia",27516,18,"S","100000.00","2023-01-02","Mr Charles Murphy"
"Bendigo","Victoria","Australia",27517,32,"M","100000.00","2022-07-30","Mr Jessie Xu"
"South Melbourne","Victoria","Australia",27518,38,"M","100000.00","2022-05-06","Mrs Stefanie Perez"
"Matraville","New South Wales","Australia",27519,8,"S","110000.00","2022-11-30","Mr Alejandro Li"
"Perth","South Australia","Australia",27520,30,"S","110000.00","2022-05-18","Mr Francis Navarro"
"Chula Vista","California","United States",27521,307,"S","80000.00","2021-12-26","Mr Gabriel Foster"
"Metchosin","British Columbia","Canada",27522,53,"M","50000.00","2022-08-02","Mrs Madeline Carter"
"Bellingham","Washington","United States",27523,609,"S","50000.00","2021-12-19","Ms Kayla Martin"
"Burien","Washington","United States",27524,612,"S","50000.00","2021-12-23","Ms Denise Suri"
"Edmonds","Washington","United States",27525,614,"M","60000.00","2022-03-08","Mrs Ariana Sanders"
"Beverly Hills","California","United States",27526,300,"M","60000.00","2022-03-22","Mr Ramon Ma"
"Concord","California","United States",27527,311,"S","120000.00","2021-12-15","Ms Tina Sanchez"
"Los Angeles","California","United States",27528,338,"M","130000.00","2022-09-10","Mrs Jade Stewart"
"San Carlos","California","United States",27529,358,"M","130000.00","2022-08-22","Mrs Rachel White"
"Spring Valley","California","United States",27530,372,"M","70000.00","2022-03-24","Mrs Maria Ross"
"Renton","Washington","United States",27531,635,"S","40000.00","2021-12-12","Ms Abigail Bailey"
"Lynnwood","Washington","United States",27532,626,"S","60000.00","2022-12-29","Ms Kaitlyn Flores"
"Bellflower","California","United States",27533,298,"M","60000.00","2022-04-16","Mrs Allison Perez"
"Burlingame","California","United States",27534,302,"S","60000.00","2021-12-07","Ms Candace Chapman"
"San Francisco","California","United States",27535,360,"S","60000.00","2021-12-05","Mr Ian Cook"
"Victoria","British Columbia","Canada",27536,69,"M","60000.00","2021-11-25","Mrs Victoria Wilson"
"Oakland","California","United States",27537,348,"M","70000.00","2021-12-05","Mrs Amanda Bryant"
"Beaverton","Oregon","United States",27538,536,"M","70000.00","2023-01-20","Mr José Jackson"
"Colma","California","United States",27539,310,"S","70000.00","2021-12-26","Mr Samuel Winston"
"Glendale","California","United States",27540,325,"S","70000.00","2021-12-18","Ms Jacqueline Butler"
"Novato","California","United States",27541,347,"S","70000.00","2021-12-07","Ms Samantha Martin"
"Everett","Washington","United States",27542,616,"M","70000.00","2021-12-06","Mrs Jessica Rivera"
"Oakland","California","United States",27543,348,"M","70000.00","2021-12-09","Mrs Katherine Griffin"
"Berkeley","California","United States",27544,299,"M","60000.00","2021-12-19","Mrs Marissa Hayes"
"Langley","British Columbia","Canada",27545,52,"M","60000.00","2021-11-25","Mr Lucas Garcia"
"Lakewood","California","United States",27546,334,"S","40000.00","2021-12-21","Mr Jackson Ross"
"Torrance","California","United States",27547,374,"M","40000.00","2021-12-03","Mr Kevin Hill"
"Ballard","Washington","United States",27548,607,"M","60000.00","2022-12-23","Mr Mason Green"
"Walla Walla","Washington","United States",27549,644,"M","60000.00","2021-11-28","Mr Hunter Johnson"
"Westminster","British Columbia","Canada",27550,71,"S","60000.00","2021-11-27","Mr Marcus Blue"
"Corvallis","Oregon","United States",27551,539,"M","60000.00","2021-12-06","Mr Antonio Long"
"Coronado","California","United States",27552,312,"S","60000.00","2021-12-07","Ms Shannon Guo"
"San Carlos","California","United States",27553,358,"S","60000.00","2021-11-29","Ms Julia Sanders"
"La Jolla","California","United States",27554,331,"M","60000.00","2021-12-16","Mrs Jordyn West"
"Torrance","California","United States",27555,374,"M","60000.00","2021-12-10","Mrs Isabella Alexander"
"W. Linn","Oregon","United States",27556,552,"M","60000.00","2021-12-26","Mrs Amanda Cox"
"Metchosin","British Columbia","Canada",27557,53,"M","60000.00","2021-11-02","Mr Richard Thomas"
"Sedro Woolley","Washington","United States",27558,638,"M","60000.00","2021-12-06","Mr Caleb Kumar"
"Spokane","Washington","United States",27559,641,"M","60000.00","2021-12-24","Mrs Emily Rodriguez"
"Oak Bay","British Columbia","Canada",27560,59,"M","60000.00","2021-11-22","Mrs Grace Patterson"
"West Covina","California","United States",27561,383,"S","60000.00","2022-02-26","Ms Kimberly Brooks"
"Vancouver","British Columbia","Canada",27562,68,"M","60000.00","2023-01-24","Mrs Haley Bailey"
"W. Linn","Oregon","United States",27563,552,"M","60000.00","2022-06-28","Mr Devin Bennett"
"Burbank","California","United States",27564,301,"S","60000.00","2022-05-26","Mr Kevin Lal"
"Downey","California","United States",27565,315,"M","60000.00","2022-02-27","Mrs Kayla Wood"
"Torrance","California","United States",27566,374,"M","60000.00","2022-06-19","Mr Tristan Long"
"Sedro Woolley","Washington","United States",27567,638,"M","60000.00","2022-11-10","Mrs Miranda Foster"
"Milwaukie","Oregon","United States",27568,545,"S","70000.00","2021-12-25","Mr Miguel Evans"
"Woodland Hills","California","United States",27569,385,"S","70000.00","2021-12-10","Ms Jocelyn Wood"
"Burien","Washington","United States",27570,612,"S","80000.00","2021-12-04","Ms Natasha Navarro"
"Colma","California","United States",27571,310,"M","80000.00","2021-12-27","Mrs Shannon Gao"
"El Cajon","California","United States",27572,316,"M","80000.00","2021-12-09","Mr Isaiah Carter"
"Torrance","California","United States",27573,374,"M","80000.00","2021-12-05","Mr Hunter Lal"
"Santa Monica","California","United States",27574,369,"M","80000.00","2021-12-17","Mrs Madeline Hill"
"Burbank","California","United States",27575,301,"S","60000.00","2021-11-30","Ms Emma Wilson"
"Milwaukie","Oregon","United States",27576,545,"M","60000.00","2021-12-11","Mrs Caroline Gonzales"
"Chula Vista","California","United States",27579,307,"M","70000.00","2022-10-18","Mr Bruce Suarez"
"Sydney","New South Wales","Australia",27580,18,"M","80000.00","2022-10-06","Mrs Krista Blanco"
"Hervey Bay","Queensland","Australia",27581,25,"M","80000.00","2022-08-10","Mr Phillip Kapoor"
"Brisbane","Queensland","Australia",27582,20,"S","90000.00","2022-08-08","Ms Latoya Nath"
"Cloverdale","South Australia","Australia",27583,28,"M","90000.00","2022-08-08","Mr Calvin Xu"
"South Melbourne","Victoria","Australia",27584,38,"S","90000.00","2022-08-21","Ms Tina Malhotra"
"Hobart","Tasmania","Australia",27585,31,"M","90000.00","2022-08-14","Mrs Candace Subram"
"Coffs Harbour","New South Wales","Australia",27586,2,"M","60000.00","2022-11-16","Mrs Jenny She"
"Silverwater","New South Wales","Australia",27587,15,"S","60000.00","2022-11-24","Ms Cara Li"
"Lavender Bay","New South Wales","Australia",27588,6,"S","70000.00","2022-11-23","Ms Virginia Chandra"
"Wollongong","New South Wales","Australia",27589,19,"S","60000.00","2022-12-01","Mr Derek Yuan"
"Melbourne","Victoria","Australia",27590,35,"M","60000.00","2022-12-23","Mr Dominic Lopez"
"Darlinghurst","New South Wales","Australia",27591,3,"M","70000.00","2022-12-21","Mr Gerald Serrano"
"Newcastle","New South Wales","Australia",27592,10,"S","70000.00","2022-08-10","Mr Hector Ruiz"
"Darlinghurst","New South Wales","Australia",27593,3,"M","70000.00","2022-09-15","Mr Jorge Lin"
"North Sydney","New South Wales","Australia",27594,12,"S","80000.00","2022-03-12","Mr Nicolas Andersen"
"Malabar","New South Wales","Australia",27595,7,"M","80000.00","2022-12-18","Mrs Jamie Wu"
"Caloundra","Queensland","Australia",27596,21,"M","80000.00","2022-04-20","Mr Edgar Raman"
"Townsville","Queensland","Australia",27597,27,"S","90000.00","2022-09-28","Mr Carl Jai"
"Warrnambool","Victoria","Australia",27598,40,"S","90000.00","2022-09-01","Mr Marco Gonzalez"
"Sunbury","Victoria","Australia",27599,39,"M","90000.00","2022-09-11","Mr Cory Subram"
"Spring Valley","California","United States",27600,372,"S","60000.00","2022-10-17","Ms Destiny Sanchez"
"Langley","British Columbia","Canada",27602,52,"S","60000.00","2021-12-17","Mr Wyatt Campbell"
"Novato","California","United States",27603,347,"M","70000.00","2022-07-06","Mrs Mya Barnes"
"Metchosin","British Columbia","Canada",27607,53,"M","80000.00","2022-03-21","Mr Joshua Martin"
"Bellingham","Washington","United States",27608,609,"M","80000.00","2022-11-04","Mr Hector Hernandez"
"Beverly Hills","California","United States",27609,300,"M","80000.00","2022-07-02","Mrs Audrey Alonso"
"Spring Valley","California","United States",27610,372,"S","80000.00","2022-05-18","Mr Jeremy Washington"
"Oak Bay","British Columbia","Canada",27613,59,"S","60000.00","2021-12-04","Ms Alexia Washington"
"Spokane","Washington","United States",27618,641,"M","100000.00","2022-08-03","Mrs Melanie Diaz"
"Chula Vista","California","United States",27619,307,"S","120000.00","2022-07-11","Mr Joseph Lee"
"Colma","California","United States",27620,310,"S","130000.00","2022-09-22","Ms Nicole Hughes"
"Bremerton","Washington","United States",27622,611,"M","70000.00","2022-09-02","Mr Lucas Wilson"
"San Gabriel","California","United States",27624,361,"M","80000.00","2022-02-01","Mr Connor Russell"
"Downey","California","United States",27626,315,"S","90000.00","2022-11-22","Mr Connor Hayes"
"Long Beach","California","United States",27627,337,"S","130000.00","2022-08-11","Mr Jason Yang"
"Langford","British Columbia","Canada",27628,51,"S","80000.00","2022-08-05","Ms Jasmine Hughes"
"Port Orchard","Washington","United States",27629,632,"M","90000.00","2022-12-30","Mr Jose Bryant"
"Chula Vista","California","United States",27630,307,"S","110000.00","2022-05-19","Mr Xavier Coleman"
"Oakland","California","United States",27631,348,"S","130000.00","2022-03-17","Ms Gabriella Phillips"
"Cliffside","British Columbia","Canada",27632,49,"M","80000.00","2022-09-29","Mrs Sheila Ortega"
"Victoria","British Columbia","Canada",27633,69,"M","80000.00","2022-07-12","Mr Richard Russell"
"Westminster","British Columbia","Canada",27634,70,"S","80000.00","2022-11-15","Ms Jacqueline Cooper"
"Burien","Washington","United States",27635,612,"M","90000.00","2022-12-15","Mrs Grace Perry"
"Lebanon","Oregon","United States",27637,543,"S","100000.00","2022-07-04","Ms Gabrielle Cook"
"Marysville","Washington","United States",27638,627,"S","100000.00","2022-06-02","Mr Marcus Brooks"
"Walla Walla","Washington","United States",27639,644,"S","100000.00","2022-07-28","Ms Emma Price"
"Concord","California","United States",27640,311,"S","120000.00","2023-01-27","Ms Lauren Thomas"
"La Jolla","California","United States",27642,331,"S","120000.00","2022-09-21","Ms Kayla Johnson"
"Shawnee","British Columbia","Canada",27643,64,"S","70000.00","2022-10-12","Mr Austin Henderson"
"Issaquah","Washington","United States",27644,618,"M","90000.00","2022-09-18","Mrs Alexandria Sanchez"
"San Gabriel","California","United States",27647,361,"M","150000.00","2023-01-11","Mr Daniel Moore"
"Walla Walla","Washington","United States",27648,644,"S","80000.00","2022-07-12","Mr Chase Rogers"
"Lake Oswego","Oregon","United States",27650,542,"M","70000.00","2022-09-21","Mr Richard Griffin"
"Woodburn","Oregon","United States",27652,553,"M","70000.00","2022-08-05","Mr Miguel Foster"
"Cliffside","British Columbia","Canada",27653,49,"M","30000.00","2022-05-18","Mrs Kellie Rubio"
"Berkeley","California","United States",27654,299,"M","60000.00","2022-03-28","Mrs Carrie Diaz"
"Coronado","California","United States",27655,312,"S","90000.00","2022-10-11","Ms Melinda Alvarez"
"Vancouver","British Columbia","Canada",27656,68,"S","40000.00","2022-08-05","Mr Gabriel Bryant"
"Chicago","Illinois","United States",27657,432,"M","50000.00","2022-11-28","Mr Frederick Chandra"
"Corvallis","Oregon","United States",27658,539,"S","50000.00","2022-04-03","Mr Cole Gray"
"Seattle","Washington","United States",27659,637,"M","50000.00","2022-01-28","Mr Jesse Lopez"
"Concord","California","United States",27660,311,"M","80000.00","2022-12-24","Mr Gerald Carlson"
"National City","California","United States",27661,343,"M","120000.00","2022-02-24","Mr Christopher Martinez"
"West Covina","California","United States",27664,383,"M","170000.00","2022-04-15","Mr Luis Roberts"
"Daly City","California","United States",27665,314,"S","70000.00","2022-05-28","Mr Miguel Patterson"
"Lincoln Acres","California","United States",27674,336,"M","40000.00","2022-08-20","Mrs Gabrielle Rivera"
"Salem","Oregon","United States",27675,548,"M","40000.00","2022-06-14","Mrs Arianna Bell"
"Redwood City","California","United States",27676,355,"M","40000.00","2023-01-13","Mr Trevor Flores"
"Burien","Washington","United States",27677,612,"M","40000.00","2022-07-22","Mrs Marissa Powell"
"Puyallup","Washington","United States",27679,633,"M","40000.00","2022-07-29","Mrs Kayla Walker"
"Chula Vista","California","United States",27680,307,"S","40000.00","2022-04-07","Mr Benjamin Foster"
"Mill Valley","California","United States",27682,339,"S","40000.00","2022-11-25","Ms Jennifer Kelly"
"Beaverton","Oregon","United States",27683,536,"M","30000.00","2022-09-01","Mrs Alexandra Reed"
"Edmonds","Washington","United States",27684,614,"M","40000.00","2022-09-03","Mrs Emma Coleman"
"Melbourne","Victoria","Australia",27685,35,"M","60000.00","2022-12-13","Mr Alfredo Torres"
"Lane Cove","New South Wales","Australia",27686,5,"M","60000.00","2023-01-28","Mr Vincent Zhang"
"South Melbourne","Victoria","Australia",27687,38,"S","60000.00","2022-12-22","Ms Brandy Madan"
"Goulburn","New South Wales","Australia",27688,4,"S","70000.00","2022-01-28","Mr Arthur Sanz"
"Hobart","Tasmania","Australia",27689,31,"S","70000.00","2022-09-13","Mr Seth Walker"
"Findon","South Australia","Australia",27690,29,"M","90000.00","2022-09-18","Mrs Jaime Navarro"
"Goulburn","New South Wales","Australia",27691,4,"M","90000.00","2022-09-05","Mr Marshall Goel"
"Hervey Bay","Queensland","Australia",27692,25,"M","90000.00","2022-09-01","Mr Isaac Lopez"
"Milsons Point","New South Wales","Australia",27693,9,"S","90000.00","2022-09-10","Mr Tyrone Alvarez"
"Wollongong","New South Wales","Australia",27694,19,"M","60000.00","2022-12-18","Mr Lee Gill"
"Springwood","New South Wales","Australia",27695,16,"M","60000.00","2022-11-30","Mrs Leslie Blanco"
"Silverwater","New South Wales","Australia",27696,15,"M","60000.00","2022-12-07","Mr Ruben Rana"
"Caloundra","Queensland","Australia",27697,21,"M","60000.00","2022-12-07","Mr Melvin Nath"
"Rockhampton","Queensland","Australia",27698,26,"M","60000.00","2022-12-08","Mrs Isabella Bell"
"Brisbane","Queensland","Australia",27699,20,"S","60000.00","2022-12-19","Ms Rebecca Turner"
"Geelong","Victoria","Australia",27700,34,"M","70000.00","2022-05-11","Mr Barry Arun"
"Darlinghurst","New South Wales","Australia",27701,3,"M","60000.00","2022-12-20","Mr Joel Arthur"
"Lane Cove","New South Wales","Australia",27702,5,"S","60000.00","2022-12-06","Mr Darryl Lu"
"Melton","Victoria","Australia",27703,36,"S","90000.00","2022-06-22","Ms Meredith Navarro"
"East Brisbane","Queensland","Australia",27704,22,"S","40000.00","2022-03-09","Mr Jimmy Romero"
"Hervey Bay","Queensland","Australia",27705,25,"M","80000.00","2022-12-02","Mr Roger Pal"
"Caloundra","Queensland","Australia",27706,21,"S","70000.00","2022-09-08","Ms Brianna Flores"
"North Sydney","New South Wales","Australia",27707,12,"S","70000.00","2022-09-15","Ms Colleen Raji"
"Rockhampton","Queensland","Australia",27708,26,"S","70000.00","2022-08-31","Ms Katie Goel"
"Hobart","Tasmania","Australia",27709,31,"S","70000.00","2022-09-02","Mr Clifford Lopez"
"Townsville","Queensland","Australia",27710,27,"S","70000.00","2022-10-10","Mr Sean Bailey"
"Warrnambool","Victoria","Australia",27711,40,"M","70000.00","2022-09-30","Mrs Barbara Tang"
"Hervey Bay","Queensland","Australia",27712,25,"M","60000.00","2022-12-26","Mrs Teresa Munoz"
"Cranbourne","Victoria","Australia",27713,33,"S","60000.00","2022-12-08","Ms Lacey Zhao"
"Goulburn","New South Wales","Australia",27714,4,"M","60000.00","2022-12-12","Mr Omar Pal"
"Hervey Bay","Queensland","Australia",27715,25,"S","60000.00","2022-12-07","Ms Mya Ross"
"Lavender Bay","New South Wales","Australia",27716,6,"S","70000.00","2022-06-29","Mr Albert Ramos"
"Rhodes","New South Wales","Australia",27717,14,"M","70000.00","2022-12-04","Mrs Ebony Romero"
"St. Leonards","New South Wales","Australia",27718,17,"M","70000.00","2022-06-11","Mr Franklin Shan"
"Bendigo","Victoria","Australia",27719,32,"M","70000.00","2022-10-05","Mr Nathan King"
"Hervey Bay","Queensland","Australia",27720,25,"M","70000.00","2022-03-02","Mr Arturo Wang"
"Silverwater","New South Wales","Australia",27721,15,"M","80000.00","2022-10-23","Mr Clayton Pal"
"St. Leonards","New South Wales","Australia",27722,17,"M","80000.00","2022-10-08","Mr Melvin Jai"
"Brisbane","Queensland","Australia",27723,20,"S","40000.00","2022-12-20","Ms Ruth Sullivan"
"Shawnee","British Columbia","Canada",27724,65,"M","30000.00","2022-09-26","Mr Tyler Martin"
"N. Vancouver","British Columbia","Canada",27725,54,"M","30000.00","2022-10-24","Mr Samuel Sharma"
"San Diego","California","United States",27727,359,"S","30000.00","2022-03-22","Ms Chloe Hill"
"Hervey Bay","Queensland","Australia",27728,25,"S","30000.00","2022-11-23","Ms Colleen Deng"
"Lynnwood","Washington","United States",27729,626,"S","30000.00","2022-02-11","Ms Sophia Phillips"
"Ballard","Washington","United States",27730,607,"S","30000.00","2022-05-06","Ms Isabella Cox"
"Shawnee","British Columbia","Canada",27731,64,"M","40000.00","2022-12-12","Mr Gabriel Shan"
"Walla Walla","Washington","United States",27732,644,"M","40000.00","2022-11-09","Mrs Katherine White"
"Perth","South Australia","Australia",27733,30,"S","40000.00","2022-12-12","Mr Ronald Subram"
"Oak Bay","British Columbia","Canada",27734,59,"S","30000.00","2022-06-05","Mr Aaron McDonald"
"Everett","Washington","United States",27735,616,"S","40000.00","2023-01-24","Ms Shelby Sanders"
"Woodburn","Oregon","United States",27736,553,"S","40000.00","2022-12-01","Ms Mackenzie Young"
"Redwood City","California","United States",27737,355,"S","40000.00","2022-05-22","Mr Brandon Taylor"
"Cliffside","British Columbia","Canada",27738,49,"S","30000.00","2022-09-20","Ms Kaylee Parker"
"Cliffside","British Columbia","Canada",27739,49,"S","30000.00","2022-05-15","Ms Marie Moreno"
"Burien","Washington","United States",27740,612,"M","40000.00","2022-03-17","Mrs Jodi Nath"
"Burien","Washington","United States",27741,612,"S","40000.00","2023-01-21","Ms Gabrielle Foster"
"Lebanon","Oregon","United States",27742,543,"S","40000.00","2022-11-03","Mr Devin Jones"
"Geelong","Victoria","Australia",27743,34,"M","40000.00","2022-12-09","Mrs Stefanie Garcia"
"Springwood","New South Wales","Australia",27744,16,"M","50000.00","2022-01-21","Mr Gilbert Pal"
"Lavender Bay","New South Wales","Australia",27745,6,"S","40000.00","2022-01-06","Mr Levi Sanchez"
"St. Leonards","New South Wales","Australia",27746,17,"S","60000.00","2022-02-27","Mr Dale Raje"
"Edmonds","Washington","United States",27747,614,"M","40000.00","2022-12-01","Mr Edward Henderson"
"Milwaukie","Oregon","United States",27748,545,"S","40000.00","2022-10-02","Mr Luis Patterson"
"Burbank","California","United States",27749,301,"S","40000.00","2022-08-14","Ms Alexis Brown"
"Burlingame","California","United States",27750,302,"S","40000.00","2022-09-16","Mr Carlos Phillips"
"Fremont","California","United States",27751,322,"S","40000.00","2022-05-29","Ms Zoe Cooper"
"W. Linn","Oregon","United States",27753,552,"M","40000.00","2022-03-21","Mr Steven Morgan"
"La Jolla","California","United States",27754,331,"S","50000.00","2022-08-22","Mr Marcus Gonzalez"
"Woodland Hills","California","United States",27755,385,"S","50000.00","2022-05-06","Ms Alyssa Jenkins"
"Sooke","British Columbia","Canada",27756,66,"S","50000.00","2022-07-17","Ms Angela Ward"
"Cliffside","British Columbia","Canada",27757,49,"M","50000.00","2022-03-25","Mr Bobby Van"
"Vancouver","British Columbia","Canada",27758,68,"M","50000.00","2022-03-25","Mrs Sara Cox"
"Pantin","Seine Saint Denis","France",27760,222,"S","40000.00","2022-05-30","Ms Latasha Bradley"
"Berlin","Saarland","Germany",27761,163,"M","40000.00","2022-06-11","Mrs Monica Madan"
"Berks","England","United Kingdom",27762,229,"M","40000.00","2022-11-06","Mr Shawn Yuan"
"Saint-Denis","Seine Saint Denis","France",27763,223,"M","10000.00","2022-10-05","Mrs Stephanie Wright"
"Paris","Seine (Paris)","France",27764,197,"S","20000.00","2022-10-14","Ms Jaclyn Becker"
"Frankfurt","Bayern","Germany",27765,118,"S","20000.00","2022-01-20","Mr Jerry Tang"
"Dresden","Hessen","Germany",27766,128,"S","20000.00","2022-01-03","Mr Joel Vance"
"Solingen","Nordrhein-Westfalen","Germany",27767,161,"S","20000.00","2021-12-28","Ms Brandy Arun"
"Orleans","Loiret","France",27768,183,"S","20000.00","2022-10-17","Ms Deanna Madan"
"Paris","Seine (Paris)","France",27769,193,"S","20000.00","2022-10-23","Ms Marie Madan"
"Erlangen","Bayern","Germany",27770,117,"S","30000.00","2022-02-22","Ms Autumn Zhao"
"Roubaix","Nord","France",27771,189,"S","30000.00","2022-10-05","Mr Terrance Subram"
"Morangis","Essonne","France",27772,212,"S","10000.00","2022-03-07","Mr Darrell Goel"
"Orly","Val de Marne","France",27773,225,"S","20000.00","2022-11-20","Mr Alan Li"
"Stuttgart","Saarland","Germany",27774,176,"S","20000.00","2022-02-20","Mr Marc Munoz"
"Erlangen","Bayern","Germany",27775,117,"S","40000.00","2022-06-24","Ms Nina Shen"
"Paris","Seine (Paris)","France",27776,193,"S","30000.00","2022-11-13","Ms Audrey Gomez"
"München","Hamburg","Germany",27777,150,"M","30000.00","2022-02-20","Mr Jarred Martin"
"London","England","United Kingdom",27778,244,"M","30000.00","2022-08-01","Mrs Tabitha Garcia"
"Chatou","Yveline","France",27779,207,"M","10000.00","2022-11-15","Mr Jordan Washington"
"Dunkerque","Nord","France",27780,186,"M","20000.00","2022-11-14","Mrs Christy Andersen"
"London","England","United Kingdom",27781,252,"S","20000.00","2022-08-27","Mr Allen Sai"
"Watford","England","United Kingdom",27782,273,"S","20000.00","2022-02-25","Mr Mason Hernandez"
